date,vaccine_name,batch_id,manufacturer,location,demand,supply,stock
2024-01-16,Covaxin,COV-015,Bharat Biotech,Tamil Nadu,200,224,204
2024-01-17,Covaxin,COV-016,Bharat Biotech,Karnataka,212,224,198
2024-01-18,Covaxin,COV-017,Bharat Biotech,Delhi,205,195,195
2024-01-19,Covaxin,COV-018,Bharat Biotech,Tamil Nadu,171,200,165
2024-01-20,Covaxin,COV-019,Bharat Biotech,Maharashtra,157,146,129
2024-01-21,Covaxin,COV-020,Bharat Biotech,Karnataka,170,164,153
2024-01-22,Covaxin,COV-021,Bharat Biotech,Karnataka,184,206,200
2024-01-23,Covaxin,COV-022,Bharat Biotech,Karnataka,176,189,187
2024-01-24,Covaxin,COV-023,Bharat Biotech,Delhi,177,200,171
2024-01-25,Covaxin,COV-024,Bharat Biotech,Tamil Nadu,177,201,165
2024-01-26,Covaxin,COV-025,Bharat Biotech,Delhi,167,197,190
2024-01-27,Covaxin,COV-026,Bharat Biotech,Tamil Nadu,156,171,137
2024-01-28,Covaxin,COV-027,Bharat Biotech,Karnataka,168,186,174
2024-01-29,Covaxin,COV-028,Bharat Biotech,Maharashtra,198,223,185
2024-01-30,Covaxin,COV-029,Bharat Biotech,Maharashtra,211,196,148
2024-01-31,Covaxin,COV-030,Bharat Biotech,Kerala,219,248,222
2024-02-01,Covaxin,COV-031,Bharat Biotech,Delhi,202,227,218
2024-02-02,Covaxin,COV-032,Bharat Biotech,Tamil Nadu,184,210,201
2024-02-03,Covaxin,COV-033,Bharat Biotech,Karnataka,201,201,160
2024-02-04,Covaxin,COV-034,Bharat Biotech,Kerala,207,191,184
2024-02-05,Covaxin,COV-035,Bharat Biotech,Tamil Nadu,219,239,222
2024-02-06,Covaxin,COV-036,Bharat Biotech,Kerala,236,246,221
2024-02-07,Covaxin,COV-037,Bharat Biotech,Tamil Nadu,245,239,210
2024-02-08,Covaxin,COV-038,Bharat Biotech,Tamil Nadu,229,252,232
2024-02-09,Covaxin,COV-039,Bharat Biotech,Maharashtra,226,252,215
2024-02-10,Covaxin,COV-040,Bharat Biotech,Delhi,223,228,197
2024-02-11,Covaxin,COV-041,Bharat Biotech,Karnataka,224,253,251
2024-02-12,Covaxin,COV-042,Bharat Biotech,Kerala,224,225,193
2024-02-13,Covaxin,COV-043,Bharat Biotech,Delhi,225,216,180
2024-02-14,Covaxin,COV-044,Bharat Biotech,Kerala,216,228,196
2024-02-15,Covaxin,COV-045,Bharat Biotech,Karnataka,212,203,197
2024-02-16,Covaxin,COV-046,Bharat Biotech,Delhi,172,160,129
2024-02-17,Covaxin,COV-047,Bharat Biotech,Delhi,177,166,150
2024-02-18,Covaxin,COV-048,Bharat Biotech,Tamil Nadu,136,129,106
2024-02-19,Covaxin,COV-049,Bharat Biotech,Tamil Nadu,179,163,136
2024-02-20,Covaxin,COV-050,Bharat Biotech,Tamil Nadu,180,195,168
2024-02-21,Covaxin,COV-051,Bharat Biotech,Delhi,172,152,112
2024-02-22,Covaxin,COV-052,Bharat Biotech,Tamil Nadu,189,180,167
2024-02-23,Covaxin,COV-053,Bharat Biotech,Maharashtra,128,131,116
2024-02-24,Covaxin,COV-054,Bharat Biotech,Tamil Nadu,155,138,89
2024-02-25,Covaxin,COV-055,Bharat Biotech,Kerala,145,128,98
2024-02-26,Covaxin,COV-056,Bharat Biotech,Delhi,186,213,205
2024-02-27,Covaxin,COV-057,Bharat Biotech,Kerala,203,199,181
2024-02-28,Covaxin,COV-058,Bharat Biotech,Tamil Nadu,192,211,174
2024-02-29,Covaxin,COV-059,Bharat Biotech,Delhi,213,201,163
2024-03-01,Covaxin,COV-060,Bharat Biotech,Karnataka,190,189,157
2024-03-02,Covaxin,COV-061,Bharat Biotech,Kerala,184,211,189
2024-03-03,Covaxin,COV-062,Bharat Biotech,Delhi,174,174,130
2024-03-04,Covaxin,COV-063,Bharat Biotech,Karnataka,215,234,218
2024-03-05,Covaxin,COV-064,Bharat Biotech,Karnataka,251,240,233
2024-03-06,Covaxin,COV-065,Bharat Biotech,Delhi,261,256,251
2024-03-07,Covaxin,COV-066,Bharat Biotech,Delhi,234,235,206
2024-03-08,Covaxin,COV-067,Bharat Biotech,Kerala,228,235,205
2024-03-09,Covaxin,COV-068,Bharat Biotech,Karnataka,223,217,195
2024-03-10,Covaxin,COV-069,Bharat Biotech,Karnataka,208,231,214
2024-03-11,Covaxin,COV-070,Bharat Biotech,Kerala,225,205,169
2024-03-12,Covaxin,COV-071,Bharat Biotech,Maharashtra,238,246,197
2024-03-13,Covaxin,COV-072,Bharat Biotech,Kerala,259,262,236
2024-03-14,Covaxin,COV-073,Bharat Biotech,Delhi,235,216,203
2024-03-15,Covaxin,COV-074,Bharat Biotech,Tamil Nadu,197,182,167
2024-03-16,Covaxin,COV-075,Bharat Biotech,Kerala,182,200,187
2024-03-17,Covaxin,COV-076,Bharat Biotech,Delhi,186,170,166
2024-03-18,Covaxin,COV-077,Bharat Biotech,Delhi,187,191,178
2024-03-19,Covaxin,COV-078,Bharat Biotech,Karnataka,193,189,170
2024-03-20,Covaxin,COV-079,Bharat Biotech,Kerala,177,157,112
2024-03-21,Covaxin,COV-080,Bharat Biotech,Maharashtra,176,164,157
2024-03-22,Covaxin,COV-081,Bharat Biotech,Maharashtra,160,167,139
2024-03-23,Covaxin,COV-082,Bharat Biotech,Karnataka,158,142,96
2024-03-24,Covaxin,COV-083,Bharat Biotech,Maharashtra,159,158,139
2024-03-25,Covaxin,COV-084,Bharat Biotech,Tamil Nadu,160,171,171
2024-03-26,Covaxin,COV-085,Bharat Biotech,Kerala,191,181,135
2024-03-27,Covaxin,COV-086,Bharat Biotech,Kerala,183,212,173
2024-03-28,Covaxin,COV-087,Bharat Biotech,Delhi,176,166,148
2024-03-29,Covaxin,COV-088,Bharat Biotech,Maharashtra,193,223,193
2024-03-30,Covaxin,COV-089,Bharat Biotech,Tamil Nadu,184,206,178
2024-03-31,Covaxin,COV-090,Bharat Biotech,Delhi,197,207,180
2024-04-01,Covaxin,COV-091,Bharat Biotech,Karnataka,212,200,160
2024-04-02,Covaxin,COV-092,Bharat Biotech,Tamil Nadu,234,254,207
2024-04-03,Covaxin,COV-093,Bharat Biotech,Maharashtra,231,212,194
2024-04-04,Covaxin,COV-094,Bharat Biotech,Delhi,267,262,215
2024-04-05,Covaxin,COV-095,Bharat Biotech,Delhi,231,223,200
2024-04-06,Covaxin,COV-096,Bharat Biotech,Karnataka,218,200,175
2024-04-07,Covaxin,COV-097,Bharat Biotech,Maharashtra,217,221,194
2024-04-08,Covaxin,COV-098,Bharat Biotech,Tamil Nadu,229,252,221
2024-04-09,Covaxin,COV-099,Bharat Biotech,Karnataka,255,276,259
2024-04-10,Covaxin,COV-100,Bharat Biotech,Kerala,237,263,260
2024-04-11,Covaxin,COV-101,Bharat Biotech,Karnataka,243,244,229
2024-04-12,Covaxin,COV-102,Bharat Biotech,Maharashtra,206,192,143
2024-04-13,Covaxin,COV-103,Bharat Biotech,Kerala,202,230,224
2024-04-14,Covaxin,COV-104,Bharat Biotech,Delhi,217,229,193
2024-04-15,Covaxin,COV-105,Bharat Biotech,Tamil Nadu,217,211,187
2024-04-16,Covaxin,COV-106,Bharat Biotech,Tamil Nadu,219,247,207
2024-04-17,Covaxin,COV-107,Bharat Biotech,Karnataka,211,195,158
2024-04-18,Covaxin,COV-108,Bharat Biotech,Tamil Nadu,185,173,173
2024-04-19,Covaxin,COV-109,Bharat Biotech,Kerala,167,181,138
2024-04-20,Covaxin,COV-110,Bharat Biotech,Maharashtra,156,157,146
2024-04-21,Covaxin,COV-111,Bharat Biotech,Maharashtra,152,143,141
2024-04-22,Covaxin,COV-112,Bharat Biotech,Kerala,168,160,123
2024-04-23,Covaxin,COV-113,Bharat Biotech,Tamil Nadu,188,204,185
2024-04-24,Covaxin,COV-114,Bharat Biotech,Kerala,192,202,160
2024-04-25,Covaxin,COV-115,Bharat Biotech,Maharashtra,207,216,208
2024-04-26,Covaxin,COV-116,Bharat Biotech,Kerala,159,140,106
2024-04-27,Covaxin,COV-117,Bharat Biotech,Maharashtra,151,147,126
2024-04-28,Covaxin,COV-118,Bharat Biotech,Kerala,161,151,106
2024-04-29,Covaxin,COV-119,Bharat Biotech,Kerala,203,203,179
2024-04-30,Covaxin,COV-120,Bharat Biotech,Karnataka,240,270,267
2024-05-01,Covaxin,COV-121,Bharat Biotech,Maharashtra,229,255,251
2024-05-02,Covaxin,COV-122,Bharat Biotech,Delhi,230,234,203
2024-05-03,Covaxin,COV-123,Bharat Biotech,Delhi,206,200,165
2024-05-04,Covaxin,COV-124,Bharat Biotech,Tamil Nadu,207,230,196
2024-05-05,Covaxin,COV-125,Bharat Biotech,Kerala,208,228,178
2024-05-06,Covaxin,COV-126,Bharat Biotech,Kerala,230,237,227
2024-05-07,Covaxin,COV-127,Bharat Biotech,Kerala,254,241,219
2024-05-08,Covaxin,COV-128,Bharat Biotech,Kerala,265,288,285
2024-05-09,Covaxin,COV-129,Bharat Biotech,Kerala,233,216,209
2024-05-10,Covaxin,COV-130,Bharat Biotech,Maharashtra,218,205,160
2024-05-11,Covaxin,COV-131,Bharat Biotech,Kerala,207,220,203
2024-05-12,Covaxin,COV-132,Bharat Biotech,Maharashtra,196,177,139
2024-05-13,Covaxin,COV-133,Bharat Biotech,Kerala,245,266,237
2024-05-14,Covaxin,COV-134,Bharat Biotech,Karnataka,224,232,189
2024-05-15,Covaxin,COV-135,Bharat Biotech,Kerala,232,250,228
2024-05-16,Covaxin,COV-136,Bharat Biotech,Maharashtra,217,207,183
2024-05-17,Covaxin,COV-137,Bharat Biotech,Karnataka,183,169,158
2024-05-18,Covaxin,COV-138,Bharat Biotech,Maharashtra,166,158,150
2024-05-19,Covaxin,COV-139,Bharat Biotech,Tamil Nadu,172,181,171
2024-05-20,Covaxin,COV-140,Bharat Biotech,Kerala,173,194,178
2024-05-21,Covaxin,COV-141,Bharat Biotech,Karnataka,189,199,198
2024-05-22,Covaxin,COV-142,Bharat Biotech,Delhi,199,199,162
2024-05-23,Covaxin,COV-143,Bharat Biotech,Delhi,177,176,160
2024-05-24,Covaxin,COV-144,Bharat Biotech,Delhi,168,162,118
2024-05-25,Covaxin,COV-145,Bharat Biotech,Delhi,153,141,141
2024-05-26,Covaxin,COV-146,Bharat Biotech,Tamil Nadu,168,161,150
2024-05-27,Covaxin,COV-147,Bharat Biotech,Karnataka,175,171,128
2024-05-28,Covaxin,COV-148,Bharat Biotech,Maharashtra,219,202,192
2024-05-29,Covaxin,COV-149,Bharat Biotech,Kerala,213,239,211
2024-05-30,Covaxin,COV-150,Bharat Biotech,Tamil Nadu,215,198,170
2024-05-31,Covaxin,COV-151,Bharat Biotech,Delhi,193,210,168
2024-06-01,Covaxin,COV-152,Bharat Biotech,Delhi,202,191,143
2024-06-02,Covaxin,COV-153,Bharat Biotech,Tamil Nadu,225,214,173
2024-06-03,Covaxin,COV-154,Bharat Biotech,Tamil Nadu,233,254,215
2024-06-04,Covaxin,COV-155,Bharat Biotech,Maharashtra,243,246,245
2024-06-05,Covaxin,COV-156,Bharat Biotech,Maharashtra,266,268,249
2024-06-06,Covaxin,COV-157,Bharat Biotech,Karnataka,242,237,218
2024-06-07,Covaxin,COV-158,Bharat Biotech,Karnataka,235,225,202
2024-06-08,Covaxin,COV-159,Bharat Biotech,Karnataka,219,203,176
2024-06-09,Covaxin,COV-160,Bharat Biotech,Delhi,236,222,205
2024-06-10,Covaxin,COV-161,Bharat Biotech,Delhi,221,241,237
2024-06-11,Covaxin,COV-162,Bharat Biotech,Tamil Nadu,236,266,263
2024-06-12,Covaxin,COV-163,Bharat Biotech,Karnataka,238,256,213
2024-06-13,Covaxin,COV-164,Bharat Biotech,Tamil Nadu,248,262,251
2024-06-14,Covaxin,COV-165,Bharat Biotech,Maharashtra,209,232,226
2024-06-15,Covaxin,COV-166,Bharat Biotech,Tamil Nadu,194,209,175
2024-06-16,Covaxin,COV-167,Bharat Biotech,Delhi,175,182,160
2024-06-17,Covaxin,COV-168,Bharat Biotech,Delhi,190,195,177
2024-06-18,Covaxin,COV-169,Bharat Biotech,Tamil Nadu,187,197,178
2024-06-19,Covaxin,COV-170,Bharat Biotech,Kerala,200,181,142
2024-06-20,Covaxin,COV-171,Bharat Biotech,Tamil Nadu,182,190,161
2024-06-21,Covaxin,COV-172,Bharat Biotech,Karnataka,177,181,174
2024-06-22,Covaxin,COV-173,Bharat Biotech,Delhi,161,151,121
2024-06-23,Covaxin,COV-174,Bharat Biotech,Kerala,154,137,119
2024-06-24,Covaxin,COV-175,Bharat Biotech,Maharashtra,180,176,127
2024-06-25,Covaxin,COV-176,Bharat Biotech,Tamil Nadu,196,204,172
2024-06-26,Covaxin,COV-177,Bharat Biotech,Maharashtra,211,232,232
2024-06-27,Covaxin,COV-178,Bharat Biotech,Delhi,217,197,169
2024-06-28,Covaxin,COV-179,Bharat Biotech,Delhi,186,172,131
2024-06-29,Covaxin,COV-180,Bharat Biotech,Maharashtra,197,192,190
2024-06-30,Covaxin,COV-181,Bharat Biotech,Delhi,200,229,201
2024-07-01,Covaxin,COV-182,Bharat Biotech,Kerala,215,209,160
2024-07-02,Covaxin,COV-183,Bharat Biotech,Delhi,237,244,234
2024-07-03,Covaxin,COV-184,Bharat Biotech,Delhi,242,263,231
2024-07-04,Covaxin,COV-185,Bharat Biotech,Maharashtra,240,268,234
2024-07-05,Covaxin,COV-186,Bharat Biotech,Karnataka,217,199,152
2024-07-06,Covaxin,COV-187,Bharat Biotech,Kerala,253,250,217
2024-07-07,Covaxin,COV-188,Bharat Biotech,Maharashtra,203,189,144
2024-07-08,Covaxin,COV-189,Bharat Biotech,Karnataka,245,231,198
2024-07-09,Covaxin,COV-190,Bharat Biotech,Delhi,233,226,200
2024-07-10,Covaxin,COV-191,Bharat Biotech,Delhi,260,285,246
2024-07-11,Covaxin,COV-192,Bharat Biotech,Maharashtra,247,261,223
2024-07-12,Covaxin,COV-193,Bharat Biotech,Tamil Nadu,228,209,186
2024-07-13,Covaxin,COV-194,Bharat Biotech,Delhi,200,221,220
2024-07-14,Covaxin,COV-195,Bharat Biotech,Delhi,210,232,228
2024-07-15,Covaxin,COV-196,Bharat Biotech,Karnataka,204,209,167
2024-07-16,Covaxin,COV-197,Bharat Biotech,Tamil Nadu,209,231,206
2024-07-17,Covaxin,COV-198,Bharat Biotech,Tamil Nadu,207,230,211
2024-07-18,Covaxin,COV-199,Bharat Biotech,Maharashtra,198,197,176
2024-07-19,Covaxin,COV-200,Bharat Biotech,Kerala,158,171,147
2024-07-20,Covaxin,COV-201,Bharat Biotech,Karnataka,159,172,145
2024-07-21,Covaxin,COV-202,Bharat Biotech,Kerala,170,189,178
2024-07-22,Covaxin,COV-203,Bharat Biotech,Kerala,194,209,206
2024-07-23,Covaxin,COV-204,Bharat Biotech,Tamil Nadu,180,194,166
2024-07-24,Covaxin,COV-205,Bharat Biotech,Delhi,196,214,205
2024-07-25,Covaxin,COV-206,Bharat Biotech,Delhi,213,195,154
2024-07-26,Covaxin,COV-207,Bharat Biotech,Tamil Nadu,176,167,121
2024-07-27,Covaxin,COV-208,Bharat Biotech,Maharashtra,162,155,153
2024-07-28,Covaxin,COV-209,Bharat Biotech,Kerala,194,208,185
2024-07-29,Covaxin,COV-210,Bharat Biotech,Tamil Nadu,204,233,227
2024-07-30,Covaxin,COV-211,Bharat Biotech,Tamil Nadu,249,245,226
2024-07-31,Covaxin,COV-212,Bharat Biotech,Delhi,224,240,209
2024-08-01,Covaxin,COV-213,Bharat Biotech,Karnataka,236,265,236
2024-08-02,Covaxin,COV-214,Bharat Biotech,Tamil Nadu,234,251,204
2024-08-03,Covaxin,COV-215,Bharat Biotech,Kerala,201,218,190
2024-08-04,Covaxin,COV-216,Bharat Biotech,Maharashtra,229,224,198
2024-08-05,Covaxin,COV-217,Bharat Biotech,Delhi,234,239,226
2024-08-06,Covaxin,COV-218,Bharat Biotech,Karnataka,264,247,229
2024-08-07,Covaxin,COV-219,Bharat Biotech,Kerala,266,259,243
2024-08-08,Covaxin,COV-220,Bharat Biotech,Karnataka,239,268,227
2024-08-09,Covaxin,COV-221,Bharat Biotech,Maharashtra,234,214,180
2024-08-10,Covaxin,COV-222,Bharat Biotech,Tamil Nadu,240,234,230
2024-08-11,Covaxin,COV-223,Bharat Biotech,Maharashtra,184,174,143
2024-08-12,Covaxin,COV-224,Bharat Biotech,Maharashtra,219,232,228
2024-08-13,Covaxin,COV-225,Bharat Biotech,Karnataka,220,216,193
2024-08-14,Covaxin,COV-226,Bharat Biotech,Maharashtra,217,207,169
2024-08-15,Covaxin,COV-227,Bharat Biotech,Kerala,202,209,207
2024-08-16,Covaxin,COV-228,Bharat Biotech,Kerala,183,210,160
2024-08-17,Covaxin,COV-229,Bharat Biotech,Karnataka,182,183,177
2024-08-18,Covaxin,COV-230,Bharat Biotech,Maharashtra,177,203,178
2024-08-19,Covaxin,COV-231,Bharat Biotech,Delhi,186,212,209
2024-08-20,Covaxin,COV-232,Bharat Biotech,Tamil Nadu,194,186,148
2024-08-21,Covaxin,COV-233,Bharat Biotech,Delhi,190,192,178
2024-08-22,Covaxin,COV-234,Bharat Biotech,Kerala,184,209,160
2024-08-23,Covaxin,COV-235,Bharat Biotech,Maharashtra,160,179,159
2024-08-24,Covaxin,COV-236,Bharat Biotech,Tamil Nadu,182,211,211
2024-08-25,Covaxin,COV-237,Bharat Biotech,Karnataka,166,155,119
2024-08-26,Covaxin,COV-238,Bharat Biotech,Karnataka,212,200,150
2024-08-27,Covaxin,COV-239,Bharat Biotech,Karnataka,216,237,236
2024-08-28,Covaxin,COV-240,Bharat Biotech,Karnataka,234,246,197
2024-08-29,Covaxin,COV-241,Bharat Biotech,Karnataka,203,229,202
2024-08-30,Covaxin,COV-242,Bharat Biotech,Karnataka,212,234,234
2024-08-31,Covaxin,COV-243,Bharat Biotech,Karnataka,211,209,174
2024-09-01,Covaxin,COV-244,Bharat Biotech,Tamil Nadu,214,221,193
2024-09-02,Covaxin,COV-245,Bharat Biotech,Karnataka,242,233,210
2024-09-03,Covaxin,COV-246,Bharat Biotech,Maharashtra,263,285,258
2024-09-04,Covaxin,COV-247,Bharat Biotech,Maharashtra,264,256,234
2024-09-05,Covaxin,COV-248,Bharat Biotech,Karnataka,250,276,264
2024-09-06,Covaxin,COV-249,Bharat Biotech,Delhi,242,232,214
2024-09-07,Covaxin,COV-250,Bharat Biotech,Kerala,226,220,198
2024-09-08,Covaxin,COV-251,Bharat Biotech,Tamil Nadu,209,202,197
2024-09-09,Covaxin,COV-252,Bharat Biotech,Karnataka,221,231,208
2024-09-10,Covaxin,COV-253,Bharat Biotech,Karnataka,245,269,268
2024-09-11,Covaxin,COV-254,Bharat Biotech,Karnataka,244,226,190
2024-09-12,Covaxin,COV-255,Bharat Biotech,Kerala,221,247,239
2024-09-13,Covaxin,COV-256,Bharat Biotech,Maharashtra,203,200,158
2024-09-14,Covaxin,COV-257,Bharat Biotech,Karnataka,206,188,180
2024-09-15,Covaxin,COV-258,Bharat Biotech,Maharashtra,169,159,146
2024-09-16,Covaxin,COV-259,Bharat Biotech,Tamil Nadu,182,162,117
2024-09-17,Covaxin,COV-260,Bharat Biotech,Delhi,215,214,171
2024-09-18,Covaxin,COV-261,Bharat Biotech,Maharashtra,206,231,185
2024-09-19,Covaxin,COV-262,Bharat Biotech,Kerala,202,182,139
2024-09-20,Covaxin,COV-263,Bharat Biotech,Karnataka,178,179,174
2024-09-21,Covaxin,COV-264,Bharat Biotech,Tamil Nadu,157,173,139
2024-09-22,Covaxin,COV-265,Bharat Biotech,Kerala,172,160,125
2024-09-23,Covaxin,COV-266,Bharat Biotech,Delhi,192,201,153
2024-09-24,Covaxin,COV-267,Bharat Biotech,Karnataka,214,212,168
2024-09-25,Covaxin,COV-268,Bharat Biotech,Kerala,220,202,198
2024-09-26,Covaxin,COV-269,Bharat Biotech,Kerala,225,214,201
2024-09-27,Covaxin,COV-270,Bharat Biotech,Tamil Nadu,187,178,166
2024-09-28,Covaxin,COV-271,Bharat Biotech,Tamil Nadu,183,197,149
2024-09-29,Covaxin,COV-272,Bharat Biotech,Delhi,212,215,202
2024-09-30,Covaxin,COV-273,Bharat Biotech,Maharashtra,218,226,216
2024-10-01,Covaxin,COV-274,Bharat Biotech,Kerala,263,288,276
2024-10-02,Covaxin,COV-275,Bharat Biotech,Tamil Nadu,249,266,216
2024-10-03,Covaxin,COV-276,Bharat Biotech,Kerala,262,276,230
2024-10-04,Covaxin,COV-277,Bharat Biotech,Tamil Nadu,220,213,170
2024-10-05,Covaxin,COV-278,Bharat Biotech,Kerala,204,198,196
2024-10-06,Covaxin,COV-279,Bharat Biotech,Tamil Nadu,232,243,234
2024-10-07,Covaxin,COV-280,Bharat Biotech,Maharashtra,236,254,218
2024-10-08,Covaxin,COV-281,Bharat Biotech,Delhi,262,243,241
2024-10-09,Covaxin,COV-282,Bharat Biotech,Maharashtra,259,255,240
2024-10-10,Covaxin,COV-283,Bharat Biotech,Kerala,242,270,225
2024-10-11,Covaxin,COV-284,Bharat Biotech,Tamil Nadu,217,224,221
2024-10-12,Covaxin,COV-285,Bharat Biotech,Delhi,205,224,224
2024-10-13,Covaxin,COV-286,Bharat Biotech,Karnataka,185,206,177
2024-10-14,Covaxin,COV-287,Bharat Biotech,Delhi,222,251,246
2024-10-15,Covaxin,COV-288,Bharat Biotech,Maharashtra,213,223,190
2024-10-16,Covaxin,COV-289,Bharat Biotech,Kerala,203,219,181
2024-10-17,Covaxin,COV-290,Bharat Biotech,Kerala,197,185,138
2024-10-18,Covaxin,COV-291,Bharat Biotech,Tamil Nadu,178,199,153
2024-10-19,Covaxin,COV-292,Bharat Biotech,Delhi,167,150,125
2024-10-20,Covaxin,COV-293,Bharat Biotech,Maharashtra,175,177,160
2024-10-21,Covaxin,COV-294,Bharat Biotech,Delhi,166,179,171
2024-10-22,Covaxin,COV-295,Bharat Biotech,Tamil Nadu,206,209,190
2024-10-23,Covaxin,COV-296,Bharat Biotech,Maharashtra,201,186,161
2024-10-24,Covaxin,COV-297,Bharat Biotech,Karnataka,211,227,179
2024-10-25,Covaxin,COV-298,Bharat Biotech,Tamil Nadu,190,198,186
2024-10-26,Covaxin,COV-299,Bharat Biotech,Tamil Nadu,201,189,153
2024-10-27,Covaxin,COV-300,Bharat Biotech,Kerala,200,198,159
2024-10-28,Covaxin,COV-301,Bharat Biotech,Karnataka,231,260,240
2024-10-29,Covaxin,COV-302,Bharat Biotech,Kerala,245,226,193
2024-10-30,Covaxin,COV-303,Bharat Biotech,Karnataka,234,229,196
2024-10-31,Covaxin,COV-304,Bharat Biotech,Maharashtra,239,234,199
2024-11-01,Covaxin,COV-305,Bharat Biotech,Karnataka,234,225,189
2024-11-02,Covaxin,COV-306,Bharat Biotech,Karnataka,220,237,215
2024-11-03,Covaxin,COV-307,Bharat Biotech,Karnataka,239,241,191
2024-11-04,Covaxin,COV-308,Bharat Biotech,Karnataka,252,274,234
2024-11-05,Covaxin,COV-309,Bharat Biotech,Maharashtra,257,274,244
2024-11-06,Covaxin,COV-310,Bharat Biotech,Kerala,270,298,286
2024-11-07,Covaxin,COV-311,Bharat Biotech,Tamil Nadu,245,232,210
2024-11-08,Covaxin,COV-312,Bharat Biotech,Maharashtra,223,247,228
2024-11-09,Covaxin,COV-313,Bharat Biotech,Delhi,212,221,178
2024-11-10,Covaxin,COV-314,Bharat Biotech,Delhi,206,212,207
2024-11-11,Covaxin,COV-315,Bharat Biotech,Tamil Nadu,220,242,236
2024-11-12,Covaxin,COV-316,Bharat Biotech,Kerala,240,270,226
2024-11-13,Covaxin,COV-317,Bharat Biotech,Delhi,243,250,211
2024-11-14,Covaxin,COV-318,Bharat Biotech,Kerala,223,250,245
2024-11-15,Covaxin,COV-319,Bharat Biotech,Tamil Nadu,189,202,180
2024-11-16,Covaxin,COV-320,Bharat Biotech,Delhi,182,200,165
2024-11-17,Covaxin,COV-321,Bharat Biotech,Delhi,170,182,176
2024-11-18,Covaxin,COV-322,Bharat Biotech,Tamil Nadu,185,196,157
2024-11-19,Covaxin,COV-323,Bharat Biotech,Karnataka,212,208,189
2024-11-20,Covaxin,COV-324,Bharat Biotech,Tamil Nadu,212,194,164
2024-11-21,Covaxin,COV-325,Bharat Biotech,Karnataka,199,191,147
2024-11-22,Covaxin,COV-326,Bharat Biotech,Kerala,180,206,185
2024-11-23,Covaxin,COV-327,Bharat Biotech,Karnataka,192,184,149
2024-11-24,Covaxin,COV-328,Bharat Biotech,Karnataka,195,184,175
2024-11-25,Covaxin,COV-329,Bharat Biotech,Delhi,212,226,189
2024-11-26,Covaxin,COV-330,Bharat Biotech,Kerala,214,218,211
2024-11-27,Covaxin,COV-331,Bharat Biotech,Delhi,238,218,188
2024-11-28,Covaxin,COV-332,Bharat Biotech,Kerala,240,264,234
2024-11-29,Covaxin,COV-333,Bharat Biotech,Karnataka,222,232,213
2024-11-30,Covaxin,COV-334,Bharat Biotech,Tamil Nadu,231,220,211
2024-12-01,Covaxin,COV-335,Bharat Biotech,Karnataka,222,252,222
2024-12-02,Covaxin,COV-336,Bharat Biotech,Delhi,262,286,258
2024-12-03,Covaxin,COV-337,Bharat Biotech,Maharashtra,259,261,248
2024-12-04,Covaxin,COV-338,Bharat Biotech,Karnataka,253,248,208
2024-12-05,Covaxin,COV-339,Bharat Biotech,Karnataka,268,285,238
2024-12-06,Covaxin,COV-340,Bharat Biotech,Tamil Nadu,248,271,258
2024-12-07,Covaxin,COV-341,Bharat Biotech,Maharashtra,227,234,184
2024-12-08,Covaxin,COV-342,Bharat Biotech,Karnataka,205,199,187
2024-12-09,Covaxin,COV-343,Bharat Biotech,Maharashtra,235,263,216
2024-12-10,Covaxin,COV-344,Bharat Biotech,Karnataka,220,247,244
2024-12-11,Covaxin,COV-345,Bharat Biotech,Kerala,236,240,194
2024-12-12,Covaxin,COV-346,Bharat Biotech,Karnataka,221,203,189
2024-12-13,Covaxin,COV-347,Bharat Biotech,Delhi,191,179,165
2024-12-14,Covaxin,COV-348,Bharat Biotech,Maharashtra,202,226,216
2024-12-15,Covaxin,COV-349,Bharat Biotech,Karnataka,180,202,163
2024-12-16,Covaxin,COV-350,Bharat Biotech,Tamil Nadu,188,177,129
2024-12-17,Covaxin,COV-351,Bharat Biotech,Kerala,198,180,178
2024-12-18,Covaxin,COV-352,Bharat Biotech,Maharashtra,213,238,220
2024-12-19,Covaxin,COV-353,Bharat Biotech,Delhi,208,193,150
2024-12-20,Covaxin,COV-354,Bharat Biotech,Delhi,188,179,179
2024-12-21,Covaxin,COV-355,Bharat Biotech,Kerala,174,187,179
2024-12-22,Covaxin,COV-356,Bharat Biotech,Maharashtra,174,186,183
2024-12-23,Covaxin,COV-357,Bharat Biotech,Kerala,191,197,175
2024-12-24,Covaxin,COV-358,Bharat Biotech,Tamil Nadu,207,206,199
2024-12-25,Covaxin,COV-359,Bharat Biotech,Delhi,222,226,219
2024-12-26,Covaxin,COV-360,Bharat Biotech,Delhi,249,269,242
2024-12-27,Covaxin,COV-361,Bharat Biotech,Maharashtra,223,233,219
2024-12-28,Covaxin,COV-362,Bharat Biotech,Delhi,214,217,180
2024-12-29,Covaxin,COV-363,Bharat Biotech,Maharashtra,213,224,211
2024-12-30,Covaxin,COV-364,Bharat Biotech,Delhi,259,259,215
2024-01-01,Sputnik V,SPU-000,Dr. Reddy's,Kerala,148,157,147
2024-01-02,Sputnik V,SPU-001,Dr. Reddy's,Tamil Nadu,152,153,108
2024-01-03,Sputnik V,SPU-002,Dr. Reddy's,Delhi,187,206,177
2024-01-04,Sputnik V,SPU-003,Dr. Reddy's,Maharashtra,193,182,140
